model,outer_fold,layer,C,inner_mean_auroc,auroc,auprc,macro_f1,balanced_accuracy,n_iter
SmolLM2-360M-Instruct,4,31,0.01,0.9577479478915695,0.9295,0.9064684764124142,0.8773993808049536,0.8825000000000001,27
SmolLM2-360M-Instruct,4,32,0.01,0.95140332894956,0.929,0.9020349226862215,0.855108359133127,0.86,27
SmolLM2-1.7B-Instruct,0,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-1.7B-Instruct,0,1,0.01,0.8017647927063115,0.8270000000000001,0.8377493971195208,0.7321428571428572,0.735,115
SmolLM2-1.7B-Instruct,0,2,0.1,0.8342391656481585,0.7994999999999999,0.764683494014159,0.775,0.775,278
SmolLM2-1.7B-Instruct,0,3,0.1,0.8675384591558438,0.856,0.8279705718738539,0.7776679841897234,0.7849999999999999,171
SmolLM2-1.7B-Instruct,0,4,0.1,0.9033972188482654,0.8919999999999999,0.879838020896641,0.8105263157894738,0.815,149
SmolLM2-1.7B-Instruct,0,5,0.01,0.9071874285898504,0.908,0.8984310684518796,0.8331479421579533,0.8400000000000001,46
SmolLM2-1.7B-Instruct,0,6,0.1,0.9428203623266048,0.9175,0.9166817200222745,0.8546764377096013,0.8574999999999999,124
SmolLM2-1.7B-Instruct,0,7,1.0,0.9499522905136347,0.9295,0.932568171017815,0.8105263157894738,0.815,266
SmolLM2-1.7B-Instruct,0,8,0.1,0.9586967645730434,0.9385,0.9377045608981767,0.8323189665880015,0.835,147
SmolLM2-1.7B-Instruct,0,9,0.1,0.9541091316178146,0.954,0.9523563703701239,0.8328173374613003,0.8375,166
SmolLM2-1.7B-Instruct,0,10,1.0,0.9638589973706843,0.9784999999999999,0.9746305754966825,0.8996904024767802,0.905,237
SmolLM2-1.7B-Instruct,0,11,0.1,0.9709811276506105,0.983,0.9801016354624802,0.9441063221960004,0.9475,118
SmolLM2-1.7B-Instruct,0,12,0.01,0.9735240006055738,0.99,0.987621967011952,0.9553571428571428,0.96,32
SmolLM2-1.7B-Instruct,0,13,100.0,0.9805432528609099,0.994,0.9929145283023989,0.9328023892483823,0.935,142
SmolLM2-1.7B-Instruct,0,14,0.01,0.9817352788816227,0.9969999999999999,0.9964700996677742,0.9659563737233641,0.9625,30
SmolLM2-1.7B-Instruct,0,15,0.01,0.980422517360469,0.999,0.998765243902439,0.9773755656108597,0.975,29
SmolLM2-1.7B-Instruct,0,16,0.01,0.9804576001891312,0.9994999999999999,0.9993902439024391,0.9773755656108597,0.975,27
SmolLM2-1.7B-Instruct,0,17,0.01,0.9766732375856567,0.998,0.9977272727272728,0.9773755656108597,0.975,27
SmolLM2-1.7B-Instruct,0,18,0.01,0.9778975018813562,0.9984999999999999,0.9982558139534885,0.9887203910264444,0.9875,26
SmolLM2-1.7B-Instruct,0,19,10.0,0.9789273883425765,1.0,1.0,0.9887766554433222,0.99,85
SmolLM2-1.7B-Instruct,0,20,100.0,0.9795772108266241,0.9994999999999999,0.9993902439024391,0.9776007964161274,0.98,73
SmolLM2-1.7B-Instruct,0,21,0.01,0.9785612310722609,1.0,1.0,1.0,1.0,22
SmolLM2-1.7B-Instruct,0,22,0.1,0.9786547852820265,1.0,1.0,1.0,1.0,49
SmolLM2-1.7B-Instruct,0,23,0.01,0.9768854728959865,1.0,1.0,0.9887203910264444,0.9875,21
SmolLM2-1.7B-Instruct,0,24,0.01,0.9750573730673233,0.9984999999999999,0.9981242182614134,0.9775,0.9775,22
SmolLM2-1.7B-Instruct,1,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-1.7B-Instruct,1,1,0.01,0.8112690786585465,0.8505,0.8103162606746181,0.7886540600667409,0.7949999999999999,118
SmolLM2-1.7B-Instruct,1,2,0.01,0.8423004727332146,0.844,0.8291107530152767,0.7328055418109847,0.7375,74
SmolLM2-1.7B-Instruct,1,3,0.1,0.8827400700581963,0.846,0.8170208725312275,0.7760079641612743,0.7775000000000001,177
SmolLM2-1.7B-Instruct,1,4,0.01,0.9018357169112825,0.901,0.8741949385313668,0.7975,0.7975,45
SmolLM2-1.7B-Instruct,1,5,0.01,0.9202628936506718,0.9115000000000001,0.8701209097025149,0.8546764377096013,0.8574999999999999,44
SmolLM2-1.7B-Instruct,1,6,0.01,0.9226910362740645,0.954,0.9331437311213704,0.8993913799528008,0.9025000000000001,44
SmolLM2-1.7B-Instruct,1,7,0.1,0.9290949167509761,0.9595,0.953807276324881,0.8770339088312011,0.88,171
SmolLM2-1.7B-Instruct,1,8,0.1,0.9444882189648922,0.978,0.9751952178441705,0.8984835192379997,0.8975,153
SmolLM2-1.7B-Instruct,1,9,0.1,0.9592250614028517,0.9335,0.9232838545130453,0.8425,0.8425,158
SmolLM2-1.7B-Instruct,1,10,0.1,0.9764022148327038,0.9649999999999999,0.9595516769631,0.8770339088312011,0.88,129
SmolLM2-1.7B-Instruct,1,11,0.1,0.983226299099762,0.9535,0.9439089782245587,0.8886689757545769,0.895,102
SmolLM2-1.7B-Instruct,1,12,0.1,0.9840763465563991,0.9660000000000001,0.9527219492198196,0.899888765294772,0.9075,81
SmolLM2-1.7B-Instruct,1,13,1.0,0.9907618378471659,0.9765,0.9693569252723567,0.9107142857142857,0.915,99
SmolLM2-1.7B-Instruct,1,14,0.01,0.9917974134157369,0.976,0.9691605350501148,0.9219814241486068,0.9275,33
SmolLM2-1.7B-Instruct,1,15,100.0,0.9947121327483667,0.9755,0.9681248007775385,0.9441063221960004,0.9475,103
SmolLM2-1.7B-Instruct,1,16,0.1,0.9940593076798839,0.98,0.9752661695015044,0.9330357142857143,0.9375,55
SmolLM2-1.7B-Instruct,1,17,0.1,0.9928431029529312,0.9735,0.9666941657634635,0.9219814241486068,0.9275,58
SmolLM2-1.7B-Instruct,1,18,0.1,0.9934938736215372,0.9735,0.9676654571725642,0.9219814241486068,0.9275,48
SmolLM2-1.7B-Instruct,1,19,100.0,0.9941618696429547,0.9745,0.9724160142426573,0.9219814241486068,0.9275,72
SmolLM2-1.7B-Instruct,1,20,1.0,0.9945444621122833,0.9785,0.9742845479048998,0.9219814241486068,0.9275,54
SmolLM2-1.7B-Instruct,1,21,1.0,0.995003383438566,0.9735,0.970437477031967,0.9441063221960004,0.9475,43
SmolLM2-1.7B-Instruct,1,22,1.0,0.9951993415806427,0.9750000000000001,0.9692409883354782,0.9330357142857143,0.9375,47
SmolLM2-1.7B-Instruct,1,23,0.1,0.9938801007983398,0.9745,0.9682409883354782,0.9330357142857143,0.9375,34
SmolLM2-1.7B-Instruct,1,24,0.01,0.9914322043299797,0.9745,0.9666870777907506,0.9219814241486068,0.9275,20
SmolLM2-1.7B-Instruct,2,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-1.7B-Instruct,2,1,0.1,0.8023109470119701,0.8865000000000001,0.8547532211646208,0.8416289592760181,0.8400000000000001,504
SmolLM2-1.7B-Instruct,2,2,0.01,0.8305229143021314,0.9085000000000001,0.8934882885772982,0.8110877886158785,0.8200000000000001,89
SmolLM2-1.7B-Instruct,2,3,0.01,0.8608788849096743,0.9495,0.9406002437251774,0.8996904024767802,0.905,68
SmolLM2-1.7B-Instruct,2,4,0.01,0.8927010649060776,0.967,0.9586666136618714,0.8993913799528008,0.9025000000000001,49
SmolLM2-1.7B-Instruct,2,5,0.01,0.9043196443928633,0.9740000000000001,0.9691480546377429,0.8880039820806371,0.89,49
SmolLM2-1.7B-Instruct,2,6,0.01,0.9301248032121965,0.9795,0.9721648699879188,0.9330357142857143,0.9375,44
SmolLM2-1.7B-Instruct,2,7,0.01,0.9359129958491641,0.978,0.9688757744629062,0.9104031856645097,0.9125000000000001,56
SmolLM2-1.7B-Instruct,2,8,0.1,0.9439573936429282,0.982,0.9767696109333515,0.9330357142857143,0.9375,152
SmolLM2-1.7B-Instruct,2,9,0.1,0.9415515333566585,0.9850000000000001,0.9803107146662073,0.9109351806036615,0.9175,172
SmolLM2-1.7B-Instruct,2,10,0.1,0.9640707585887348,0.99,0.9869892563017442,0.9441063221960004,0.9475,144
SmolLM2-1.7B-Instruct,2,11,0.01,0.9674541971547511,0.9974999999999999,0.9969489859733762,0.9776007964161274,0.98,38
SmolLM2-1.7B-Instruct,2,12,0.01,0.9760014488260054,0.9964999999999999,0.9962765957446809,0.9663299663299663,0.9675,34
SmolLM2-1.7B-Instruct,2,13,0.01,0.9822741637723333,0.999,0.9988095238095238,0.9773755656108597,0.975,32
SmolLM2-1.7B-Instruct,2,14,0.01,0.9861424407092295,0.9954999999999999,0.9942474877412149,0.9775,0.9775,32
SmolLM2-1.7B-Instruct,2,15,0.01,0.9899561970340155,0.9964999999999999,0.995515483311536,0.9661611730793332,0.965,30
SmolLM2-1.7B-Instruct,2,16,0.01,0.9900159326611969,0.9925,0.9898050416935398,0.9661611730793332,0.965,26
SmolLM2-1.7B-Instruct,2,17,0.01,0.9871200189889761,0.9905,0.9887175539125036,0.9661611730793332,0.965,29
SmolLM2-1.7B-Instruct,2,18,0.01,0.9874989767508305,0.993,0.9912379343472862,0.9432606228722733,0.94,27
SmolLM2-1.7B-Instruct,2,19,100.0,0.9900584429355668,0.995,0.993838720034163,0.9663299663299663,0.9675,94
SmolLM2-1.7B-Instruct,2,20,10.0,0.9910172155549045,0.9955,0.9946226261686788,0.9775,0.9775,73
SmolLM2-1.7B-Instruct,2,21,10.0,0.9924216349167067,0.9955,0.9946226261686788,0.9661611730793332,0.965,79
SmolLM2-1.7B-Instruct,2,22,1.0,0.9923230237226295,0.9930000000000001,0.9922140550166408,0.9661611730793332,0.965,66
SmolLM2-1.7B-Instruct,2,23,10.0,0.9898800262078211,0.9915,0.9902297370810222,0.9436019551322221,0.9425,72
SmolLM2-1.7B-Instruct,2,24,100.0,0.9888754246681591,0.9844999999999999,0.982411436350158,0.9325,0.9325,79
SmolLM2-1.7B-Instruct,3,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-1.7B-Instruct,3,1,0.01,0.8343023779520542,0.803,0.7934215404748395,0.7475777664456911,0.745,90
SmolLM2-1.7B-Instruct,3,2,0.01,0.8381763439963009,0.862,0.8353988090079151,0.7705252422233555,0.7675000000000001,82
SmolLM2-1.7B-Instruct,3,3,0.01,0.8825510652695483,0.9015000000000001,0.8883830581701574,0.7950404858299596,0.7925,58
SmolLM2-1.7B-Instruct,3,4,0.1,0.9092475175738106,0.9035,0.887440173413675,0.8092031425364759,0.81,132
SmolLM2-1.7B-Instruct,3,5,1.0,0.9077885775998983,0.923,0.9181102015323108,0.8208063713290195,0.8225,216
SmolLM2-1.7B-Instruct,3,6,0.01,0.9324665030100118,0.955,0.9487616058961784,0.8880039820806371,0.89,43
SmolLM2-1.7B-Instruct,3,7,0.1,0.9504101056245992,0.9654999999999999,0.9551486548901547,0.9210427371851109,0.9199999999999999,165
SmolLM2-1.7B-Instruct,3,8,0.1,0.9579748800625548,0.9770000000000001,0.970312806896626,0.91,0.91,158
SmolLM2-1.7B-Instruct,3,9,0.01,0.9504717376208974,0.9785,0.9763339196143573,0.9217488510744007,0.925,45
SmolLM2-1.7B-Instruct,3,10,1.0,0.9672530239976029,0.992,0.990020444739377,0.9438832772166106,0.945,251
SmolLM2-1.7B-Instruct,3,11,0.1,0.9734443531026654,0.994,0.9934065934065934,0.9659563737233641,0.9625,115
SmolLM2-1.7B-Instruct,3,12,0.01,0.9766116055893583,0.9895,0.990729640347251,0.955,0.955,36
SmolLM2-1.7B-Instruct,3,13,0.1,0.9851839841514112,0.9955,0.9954081632653062,0.9773755656108597,0.975,85
SmolLM2-1.7B-Instruct,3,14,0.01,0.9855880688040642,0.9975,0.9971022727272727,0.9661611730793332,0.965,31
SmolLM2-1.7B-Instruct,3,15,0.1,0.9880267994883596,0.999,0.9988095238095238,0.9887203910264444,0.9875,60
SmolLM2-1.7B-Instruct,3,16,100.0,0.9878232558698156,0.999,0.9988095238095238,0.9887203910264444,0.9875,122
SmolLM2-1.7B-Instruct,3,17,0.01,0.9833958661049621,0.9975,0.9971022727272727,0.9775,0.9775,30
SmolLM2-1.7B-Instruct,3,18,0.1,0.9866604655396545,0.9994999999999999,0.9993902439024391,0.9775,0.9775,62
SmolLM2-1.7B-Instruct,3,19,1.0,0.9878788826972437,0.9994999999999999,0.9993902439024391,0.9775,0.9775,79
SmolLM2-1.7B-Instruct,3,20,100.0,0.9893869702374349,0.999,0.9988095238095238,0.9663299663299663,0.9675,82
SmolLM2-1.7B-Instruct,3,21,1.0,0.9891880095109232,0.999,0.998765243902439,0.9776007964161274,0.98,73
SmolLM2-1.7B-Instruct,3,22,1.0,0.9894813146009992,0.9994999999999999,0.9993902439024391,0.9776007964161274,0.98,68
SmolLM2-1.7B-Instruct,3,23,10.0,0.9877952844253417,0.9984999999999999,0.9981845238095238,0.9776007964161274,0.98,74
SmolLM2-1.7B-Instruct,3,24,0.1,0.9870909413291841,0.998,0.9975900116144019,0.9664637933176004,0.97,52
SmolLM2-1.7B-Instruct,4,0,0.01,0.5,0.5,0.4444444444444444,0.35714285714285715,0.5,10
SmolLM2-1.7B-Instruct,4,1,10.0,0.8607992374067659,0.7835,0.7296458196212096,0.7321428571428572,0.735,1070
SmolLM2-1.7B-Instruct,4,2,0.1,0.8664978266029614,0.8875000000000001,0.8386669462349107,0.7882352941176471,0.7925,245
SmolLM2-1.7B-Instruct,4,3,0.1,0.9008489728474709,0.8840000000000001,0.8388062158371277,0.8099614954664016,0.8125,182
SmolLM2-1.7B-Instruct,4,4,0.01,0.92571732532307,0.875,0.8237611688236618,0.8328173374613003,0.8375,48
SmolLM2-1.7B-Instruct,4,5,0.01,0.9209659725007514,0.8875000000000001,0.8310953727423352,0.8328173374613003,0.8375,46
SmolLM2-1.7B-Instruct,4,6,0.1,0.9406234187047104,0.9085000000000001,0.887667552178298,0.8660714285714286,0.87,113
SmolLM2-1.7B-Instruct,4,7,0.1,0.9431294704926545,0.9455,0.9242329062265142,0.8880039820806371,0.89,161
SmolLM2-1.7B-Instruct,4,8,0.01,0.9535882622337143,0.9515,0.9255233589984042,0.9210427371851109,0.9199999999999999,47
SmolLM2-1.7B-Instruct,4,9,1.0,0.9682220686163238,0.9545,0.9346314222628909,0.8883928571428572,0.8925000000000001,214
SmolLM2-1.7B-Instruct,4,10,0.1,0.9767599964727535,0.9684999999999999,0.9633325633465357,0.9104031856645097,0.9125000000000001,113
SmolLM2-1.7B-Instruct,4,11,0.01,0.9817977010317197,0.9605,0.943988394998311,0.8868778280542986,0.885,37
SmolLM2-1.7B-Instruct,4,12,0.01,0.9838325050941213,0.9660000000000001,0.9538958580972495,0.8868778280542986,0.885,33
SmolLM2-1.7B-Instruct,4,13,0.01,0.9885394512729535,0.974,0.9649588754646772,0.9214365881032547,0.9225000000000001,30
SmolLM2-1.7B-Instruct,4,14,0.01,0.9864180463542146,0.9765,0.969801130302343,0.91,0.91,32
SmolLM2-1.7B-Instruct,4,15,0.01,0.9880258513038012,0.9855,0.9812088607607713,0.9325,0.9325,31
SmolLM2-1.7B-Instruct,4,16,0.01,0.9870893610215866,0.9835,0.9798820480929544,0.9095022624434389,0.9075,27
SmolLM2-1.7B-Instruct,4,17,0.01,0.9814571447444816,0.9835,0.9805113898049855,0.91,0.91,27
SmolLM2-1.7B-Instruct,4,18,0.01,0.9830910247694252,0.985,0.9826845208893997,0.9214365881032547,0.9225000000000001,26
SmolLM2-1.7B-Instruct,4,19,0.01,0.9839319064419975,0.988,0.9866518847006653,0.9214365881032547,0.9225000000000001,25
SmolLM2-1.7B-Instruct,4,20,0.1,0.9830894444618279,0.9905,0.9890353119968833,0.9214365881032547,0.9225000000000001,48
SmolLM2-1.7B-Instruct,4,21,0.01,0.9832798715273136,0.9904999999999999,0.989427552761396,0.9217488510744007,0.925,27
SmolLM2-1.7B-Instruct,4,22,0.01,0.9848018657743619,0.9925,0.9921590909090909,0.9330357142857143,0.9375,26
SmolLM2-1.7B-Instruct,4,23,1.0,0.9839507121024065,0.99,0.9897130748402702,0.9441063221960004,0.9475,66
SmolLM2-1.7B-Instruct,4,24,0.01,0.9842233151629566,0.9895,0.9884952664914963,0.9441063221960004,0.9475,25
